id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,description,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,thumbnail_url,zipcode,bedrooms,beds
2658946,5.298317366548036,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox}",6,1.5,Real Bed,strict,TRUE,DC,"Amazing location at the heart of U street and 14th street neighbourhoods! Great 2 bedroom apartment (sleeps 6) in the heart of DC with excellent walkability and a great choice of restaurants, coffee shops, bars, grocery stores within a couple minutes walk. White house is within a 30 min walk or 5 min taxi ride away. Metro station only 7 minutes away! Home is open plan layout with hard wood floors, exposed brick walls, stainless steel kitchen appliances, a private deck and a parking space. Come stay in our lovely, modern home, right around the corner from 14th street`s action!  14th st is famous in DC for its trendy storefronts, endless dining options, and the bustling music scene. Families and friends will have no trouble finding entertainment and culture right outside of your door!  We host the basement unit as well, so for those with larger groups, please inquire about opening up the rest of the home to sleep an additional 4 guests.  Jack and Jill set up allows both the master bedroo",2/18/17,t,t,100%,10/12/12,t,4/30/17,38.91963001,-77.03118943,Charming 2 bdrm in trendy U/14th streets w/parking,U Street Corridor,13,89,,20009,2,3
583490,4.955827057601262,Apartment,Entire home/apt,"{Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Hair dryer"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,LA,"This apartment is charming and wonderful. Beautiful plaster walls 9 foot ceilings hardwood floors throughout. ..LOOKING FOR ""SOLID GUEST"" , for a ""SOLID Amt OF DAYS inMAY""......Kitchen floors & counter are imperfect thru age.The living room window is two French doors that opens out onto palm fronds right before you. Think of the Eagles song hotel California and imagine an apartment for that song this is it.. 9 foot curved living room and bedroom ceiling. Hardwood floors hand trowel plaster walls and ceiling .. vintage and historical Long Beach is super close to all parts of LA look at a map and see. There are many restaurants and shops with in the Long Beach area to have good food for a reasonable price. I am very happy to share local information tailored to your interest and curiosity's (READ MY 22 PREVIOUS REVIEWS) ...This listing is  when you have the entire Home to yourself. I might at your arrival to pass the key/ welcome you upon arrival…Otherwise I'm available for questions and ",3/25/17,t,t,100%,11/20/12,f,4/6/17,33.778526474548066,-118.1459258,VINTAGE 1930s Mediteranian Apt. (NOT a party SPOT),,2,100,https://a0.muscache.com/im/pictures/9ebde7af-0dda-4048-843d-011501b34575.jpg?aki_policy=small,90804,1,1
6226658,4.0943445622220995,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,Essentials,Hangers,""Laptop friendly workspace""}",2,1.5,Real Bed,moderate,TRUE,Chicago,"Just west of vibrant Wicker Park and Ukranian Village, welcome home to Humboldt Park.  There's a really great urban park just 2 minutes away, where you can get a breath of air and also really great views of the city. This home is shared by 2 working ceramic artists.  Outside of day jobs as freelancers we both keep studio space across town, so the home for us is a clean and comfortable space, with lots of light and creative touches in every corner.  This apartment has the special character of being a duplex with the added bonus of a nice fireplace, which we especially enjoy during the cold Chicago winter!  Currently we are renting one room to a doctor, and I am taking time away from Chicago and offering my room to AirBnb guests. Guests are welcome to be at home in their room, or in either of the common sitting areas.  Kitchen use is permitted, with courtesy of hosts.  Ask for details & kitchen orientation when you check-in. With 2 roommates sharing the duplex on a permanent basis, eithe",,t,t,100%,9/10/12,f,,41.90824020981887,-87.69524167,Sweet Home Chicago,Humboldt Park,0,,https://a0.muscache.com/im/pictures/996e04cd-56c5-4705-a420-a2962ac9d85c.jpg?aki_policy=small,60622,1,1
7499179,4.317488114,Loft,Private room,"{TV,""Wireless Internet"",Kitchen,""Pets allowed"",Breakfast,""Pets live on this property"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,FALSE,Chicago,"Our place IS Six Corners! Top floor of 4 story building. Close to Big Star, Violet Hour, Bongo Room, Stan's Donuts, Wormhole Coffee, CTA Blue Line, all the bars, all the restaurants, all the shopping! You’ll love our place because of the high ceilings, the views, the location, the people, the ambiance, the rooftop with a Chicago skyline view, the proximity to everything you want to see in the neighborhood and the city. Our place is good for couples, solo adventurers, and furry friends. Wicker Park is noisy on weekends, and your room is on Milwaukee Avenue, so plan for it too be a little louder on Friday and Saturday, and sometimes Sunday as well.",8/14/16,t,f,,7/29/16,f,10/16/16,41.910308291446405,-87.67526102,Private room in Wicker Park loft at Six Corners,Wicker Park,15,91,https://a0.muscache.com/im/pictures/f382cb5a-1ea7-4b80-8a1f-1ce5190fa38e.jpg?aki_policy=small,60622,1,1
14648556,4.59511985,Townhouse,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,2,Real Bed,strict,TRUE,Boston,"This is a nice duplex in a good location.Recently renovated with central air/heat,close to broadway, numerous restaurants,coffee,pubs and all kinds of other stores. Walk 10 min. to redline T. One stop to south station, 3-4 stops to MIT and Harvard. Minutes walking to Convention center, Boston harbor,Quincy Market,Faneuil Hall,seaport, museums etc. Bus 9 takes you to prudential shopping mall. Its a nice and safe neighborhood. Good for couples,solo adventurers and business travelers, welcome! This place is located at a quiet street but very close to broad way,numerous restaurants, coffee, ice cream and all kinds of stores. Walk 10 min. to Broadway redline T . One T stop to south station, 3-4 stops to MIT and Harvard. Walking distance to Convention center (10 min.).Boston harbor,Quincy Market,Faneuil Hall,seaport, museums etc. Bus 9 takes you to prudential shopping mall. Its a great location, nice and safe neighborhood,good for couples,solo adventurers, and business travelers. Welcome! ki",7/16/16,t,t,100%,7/27/14,f,2/7/17,42.339194005113036,-71.04967213,"Comfy room (C) near T, convention center, downtown",South Boston,12,88,https://a0.muscache.com/im/pictures/176088bb-32e5-4bbc-a9f3-3672cbb31780.jpg?aki_policy=small,02127,1,1
17589436,4.8828019225863715,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,strict,TRUE,NYC,"I am renting a very spacious, unique, bright L shape studio filled with character for perfect NYC vibe & getaway. Apt is located Lower East Side (LES) walking distant SOHO,Nolita, Chinatown, lots of restaurants and bars and close to the F,B,D,J,M,Z . Hello all , I am happy to rent my apartment to  respectful, clean individuals. I love my apartment and want to make sure it is in good hands while away.  My apt. is located one of the most convenient and attractive neighborhood  in Manhattan, Lower East Side (LES). It's a very quiet  apartment best fits 2 guests. ( one Queen size real bed 60"" x 80"" and one single day bed) 15 feet wide window provides great light and eastern views of downtown Manhattan, lying in bed and gazing out the window is lovely. Furniture's are carefully selected by award winner interior designer  and items within the space give the whole apartment a colorful , light and airy / spacious feeling. Any questions I am happy to answer and after 14+ years living in New Yor",9/26/15,t,t,71%,8/17/15,f,12/12/16,40.71908629555111,-73.99028485,"Amazing LES apt - cool, bright...",Lower East Side,26,86,,10002,1,2
18224863,4.59511985,House,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",8,1,Real Bed,strict,TRUE,NYC,"Huge 3 bedroom apartment situated in Flatbush, Brooklyn. Average 8 mins walk to train station. Average 30 mins to Manhattan and 10 mins ride to Barclays Center, Prospect Park, Brooklyn Museum, Kings Theatre and Williamsburg.This apartment minimun booking amount are three guests. Spacious 3 bedroom with lots of closet space.  Private entrance Full kitchen Large living  room Large bedrooms Wifi Queen size bed Private entrance Yes Multicultural neighborhood, shopping areas as well as restaurants that are in close proximity. Shopping and fitness centers within walking distance. Average 8 mins walk to train station and 2 mins to the bus.  Average 30 mins to Manhattan and 10 mins ride to Barclays Center, Prospect Park and Brooklyn Museum. 10 mins walk to Kings Theatre. Bus or train to Williamsburg.",7/30/17,t,f,100%,5/9/17,t,9/15/17,40.64377261506646,-73.95085466,3 Bedroom Apartment for Small Group or Family,Flatbush,5,72,https://a0.muscache.com/im/pictures/e9baba99-e67a-413c-9986-9386f8c5fa2f.jpg?aki_policy=small,11226,3,3
7264511,4.382026634673881,House,Private room,"{""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,strict,TRUE,LA,"Lovely 1 BR with queen bed and private bath ensuite available for you to feel at home in.  Lovely and safe residential neighborhood where I raised my family. GREAT location - 20-25 minutes to almost anywhere in LA! Just minutes to Universal Studios. EVERYONE is welcome to my home! Truly a peaceful spot to call home while in LA to play in the sun or sell that new script! I've traveled all over the world. I understand when a little flexibility is needed with your travel plans. Please just communicate with me so we are both on the same page. The bedroom has its own bathroom and a walk in closet. It is located on the second floor of the house. You have access to the kitchen for  food prep. If you have the need to cook (i.e. a full blown meal), please check with me first. There is a Keurig for your use, light snacks and bottled water always available for you as well. There is a pool in the back yard that is also available for your use. There is always street parking next to the house (watch",6/26/16,t,t,100%,1/11/16,f,2/8/17,34.16579488038571,-118.444462,Chill out after work or playing in Los Angeles,Sherman Oaks,26,98,https://a0.muscache.com/im/pictures/8a137400-b3eb-4b6d-b2a5-7bc79ae018e3.jpg?aki_policy=small,91401,1,1
16679342,3.688879454113936,House,Private room,"{Internet,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets live on this property"",Dog(s),Heating,""Smoke detector"",""Fire extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1.5,Real Bed,strict,TRUE,NYC,"Cozy room in my big private house in Brooklyn. The room is smaller but guests have access to all of the common areas in the house. Its is great if your visiting the city and want some privacy and peacefulness in your New York travels. Check in time is flexible please contact me if you are interested in long term rental Guest have acces to the room and all the common areas including the back yard We can chat sometimes and i will tell you more about the neighborhood other than that you are on your own Jamaican / West Indian neighborhood amazing food, cool people, irie (URL HIDDEN) entire street is private houses. Train stop: Utica Avenue & Sutter Avenue - 8minute walk or 3 minute bus ride, the bus that drops you from the train station runs very often so it really is a quick ride to the manhattan. the bus stop is one block away.",10/10/15,t,t,100%,8/27/14,f,9/22/17,40.65627775986394,-73.92264546,THE LIBRARY LOUNGE,East Flatbush,57,89,https://a0.muscache.com/im/pictures/58fcc67e-4335-4ac5-afca-61a3a040fbc7.jpg?aki_policy=small,11212,1,1
3563677,4.905274778,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,moderate,TRUE,LA,"My place is close to Broken Spanish, LA Live, Staples Center, Microsoft theater, Grammy Museum, Mortons, Fig & 7th, Macy's Plaza, The Bloc, Whole foods, Ralph, Metro Station, Flower District, Fashion District, Broadway Theatre District, The Broad, Walt Disney Concert Hall, AMC Theatres. You’ll love my place because of the neighborhood, the entertainment district, the view, the pool and spa . My place is good for couples, solo adventurers, business travelers, and families (with kids). Unique, clean and very modern loft overlooking LA Live Ritz tower.  TV is equipped with netflix and amazon prime All access to common area business lounge, pool, spa and gym I'm always available should you need me, text or call. Clean, safe and next to LA Live and Convention Center Uber and Metro are readily available. No mention of AIR BNB as this will jeopardize your stay.  I will be your point of contact, not building management",7/23/16,t,t,100%,11/28/14,t,4/25/17,34.047002512589714,-118.2673519,"LOFT WITH VIEW, Convention center!",Downtown,73,99,https://a0.muscache.com/im/pictures/d1a617c2-50a2-488d-b535-00ea6cee54ac.jpg?aki_policy=small,90015,1,1
17615783,4.007333185232471,House,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",2,1,Real Bed,moderate,TRUE,LA,"A cozy home on a beautiful tree-lined street centrally located to get anywhere in L.A. in less than 25 minutes...depending on traffic of course. The backyard is a great place to hang or eat at the table under the umbrella... My home is your home :) Private bedroom  Open to someone who is mature and considerate or a couple for short stay.  Double Size Bed/Practically brand new Shared bathroom/But I'm clean & keep it like you see it in the pics ;) No smoking Great neighborhood Includes wireless internet No cable, sorry :/  But recently got ""Apple TV"" :) Hardwood floors Ample parking Peaceful backyard with table, chairs and umbrella. Central Air The bus is 1 street light away. (5 min. gets you to Subway which goes from N. Hollywood to downtown) Valley College is 1 mile away. 2 minutes from 101 & 405 freeway 2 minutes from Ventura Blvd. shopping, mall and restaurants 15 minutes to Hollywood 22 minutes to Santa Monica Beach w/out traffic ;) Short term leases are welcome! Please let me know ",10/20/14,t,t,,7/12/12,f,3/14/15,34.17536014179967,-118.4309043,Private Rm. 1Blk. From Sherman Oaks,Valley Glen,2,100,https://a0.muscache.com/im/pictures/14384442/48d23f7d_original.jpg?aki_policy=small,91401,1,1
2479317,6.956545443151567,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49""}",4,1,Real Bed,moderate,TRUE,DC,"Our place is a modern, spacious apartment on the upper level of a walk-up in the historic Dupont Circle neighborhood. Located on a quiet, but hip street with local bars and restaurants. Exactly 1 mile to the White House! Plus just a few blocks to the Dupont metro station and 14th street/U Street restaurants and bars. Also walking distance to Georgetown, Logan Circle, and Adams Morgan areas. One bedroom, one bathroom. One queen bed in the bedroom, along with a flat screen TV and plenty of space for your luggage.  An additional queen air mattress is available for use in the living room  (Insta-Bed Raised Air Mattress with Never Flat Pump - Queen). We have a memory foam mattress pad, extra sheets, and pillows available for use if this bed is needed. Plenty of room in either the bedroom or living room for the air mattress. I will make my self available to give you a set of keys upon your arrival. You can leave the keys in the apartment when you check out.",,t,f,,5/19/15,f,,38.91127529462862,-77.03727241,Dupont 1 bedroom - 1 mile from the White House!,Dupont Circle,0,,https://a0.muscache.com/im/pictures/a24c135a-0379-4ed8-a37a-2eadd7acc164.jpg?aki_policy=small,20009,1,2
14122244,5.003946305945459,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Outlet covers"",Bathtub,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Step-free access"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Step-free access"",""Wide entryway"",""Hot water kettle""}",6,1,Real Bed,strict,TRUE,NYC,"My place is close to JFK Airport, Green Acres Commons, Supermarkets, Restaurants, Bank of America, Chase. You’ll love my place because of the comfy beds, the kitchen, the coziness, and the light. My place is good for couples, solo adventurers, business travelers, families (with kids). This home is a great place to just relax! The area is very quiet and public transportation is within walking distance.   The home is spacious and bright with beautiful hardwood floors, updated appliances, and lovely decor. Relax in the living room with a flat screen TV with cable, or enjoy a meal at home with a kitchen perfect for cooking and a large dining table. For our Business Travelers - we have a business area equipped with a desk lamp, laptop desk and a all in one printer.   We also have a safe installed for our guest to keep their valuables -  There are 3 cozy bedrooms, each with a comfortable queen bed. The bathroom is beautifully updated with modern accents and a tub shower. The location is grea",3/25/17,t,t,100%,1/10/17,f,9/24/17,40.69205727585964,-73.74546375,JFK LUXURIOUS APARTMENT,Jamaica,14,100,https://a0.muscache.com/im/pictures/095186d9-18c3-4532-b523-0b617da11776.jpg?aki_policy=small,11411,3,3
19407360,4.553876891600541,Apartment,Entire home/apt,"{TV,""Wireless Internet"",Pool,Kitchen,""Elevator in building"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,TRUE,LA,"Retro, Melrose Place-esque studio apartment steps away from Sunset Blvd + close to all the action in West Hollywood and Hollywood.  2-minute walk to 8000 Sunset Plaza (Starbucks, Crunch Gym, Trader Joes, restaurants, smoothies..).  Building is secure with amazing neighbors, vibe, and energy. Mediterranean-style building with extremely well taken care of pool. Super comfortable, large studio apartment. Bedroom, stocked bathroom, refrigerator, coffee maker, WiFi, office area, Apple TV .",7/17/16,t,t,,6/20/13,f,7/17/16,34.100686487326065,-118.3642036,Retro West Hollywood Studio + Pool!,,1,100,https://a0.muscache.com/im/pictures/c67ecdec-acdd-49d6-80e5-bed6fcc70805.jpg?aki_policy=small,,1,1
14490881,5.003946305945459,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,TRUE,NYC,This beautifully renovated fully furnished apartment is close to Queens Blvd. Directly across from Forest Hills Hospital. Ready for you and your company to come right in and enjoy the spacious apartment.,7/3/17,t,f,100%,5/25/16,f,9/10/17,40.73014487002588,-73.85154204,Luxurious 2 bedroom Apartment in Rego Park,Forest Hills,4,100,https://a0.muscache.com/im/pictures/cb787117-6de3-4ee4-9e2c-93adfc2dde7d.jpg?aki_policy=small,11374,2,2
851978,5.1929568508902095,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Shampoo}",3,1,Real Bed,flexible,TRUE,LA,"This home is filled with love & laughter! Modern, Clean French doors, double door bedroom, flat screen, ps4, movies, Netflix and A/C! Pool/Parking! Fully furnished right in the center of hollywood! 5 minutes walking to Chinese theatre and near most exciting spots all the tourists go! Parking included! You'llBeLivingALosAngelesLifeTheRightWay! :)",12/30/15,t,t,,9/26/15,f,8/3/16,34.05158404571294,-118.2429231,Sweet Hollywood Home / 1bd1bth,,4,95,,90028,1,2
4734170,4.653960350157523,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",3,1,Real Bed,strict,TRUE,NYC,"Nice, cozy room in 1-bed apartment in the most prestigious area of Manhattan - Park Ave. 5 min walk to Grand central, to Empire State building, 10 min walk to Times Square and many other attractions! Beautiful view around.",3/20/16,t,f,68%,3/6/16,f,8/17/17,40.75035450501796,-73.98082764,CENTER OF MANHATTAN! NICE COZY ROOM,Murray Hill,40,88,https://a0.muscache.com/im/pictures/81e58dcf-1e96-45d6-a13c-23fc0d43e2c0.jpg?aki_policy=small,10016,1,2
421056,4.317488114,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}",2,1,Real Bed,strict,TRUE,NYC,"The apartment is within walking distance to Prospect Park, the zoo, and the Botanical Garden. There are a bunch of cute coffee shops and bodegas in the neighborhood on the way to the subway. Restaurants and bars are within walking distance. You'll love staying here for the comfy bed a in room with loads of natural light and private backyard access. The open floor plan makes for a spacious common area. My place is good for couples, solo adventurers, and business travelers.",1/1/17,t,t,67%,1/6/14,f,1/1/17,40.66122088824417,-73.94866663,"Modern Room in a Cozy, Colorful Apartment",Lefferts Garden,1,100,https://a0.muscache.com/im/pictures/34792262-5e46-4efd-bc9d-971c41d933a0.jpg?aki_policy=small,11225,1,1
5520582,3.828641396489095,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron,""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,LA,"Our place is fully renovated with a nice and clean carpet in the bedroom and living room. You will have your own private bedroom and bathroom. There is one parking spot in the basement. The neighborhood is quiet and nice. Groceries stores, restaurants and The Grove mall nearby. Quite in the middle of LA: - 20 min by car to Santa Monica and Venice beach - 10 min by car to Hollywood boulevard - 20 min by car to Downtown LA Buses and subways stations closed  You will love this place. We will be here to help and guide you.",,t,f,83%,3/18/17,f,,34.064076563038896,-118.3459102,Cosy private room/bathroom in Miracle Mile.,Mid-Wilshire,0,,https://a0.muscache.com/im/pictures/14bf8357-c56f-4cb8-8f98-9a76ad040dbb.jpg?aki_policy=small,90036,1,1
8908966,5.220355825078324,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,Bathtub,""Babysitter recommendations"",""Pack ’n Play/travel crib""}",4,1,Real Bed,strict,TRUE,LA,"Welcome to Venice!  You will have the entire modern, 2nd floor, light and bright two bedroom one bath apartment to yourself. Minutes to restaurants, Venice beach, site seeing, shopping. Internet, cable, linens included, and secure parking! Sleeps 6. Welcome to Venice!  You will have the entire modern, renovated, light and bright two bedroom one bath apartment to yourself. This is a great location, close to all that Venice has to offer, on a quiet, friendly street. The apartment is on the second floor with a fully equipped kitchen, a washer and dryer and secure parking for one car. Rental also includes 2-4 bikes (adult size only & no helmets), wireless internet, TV with cable, HBO and Showtime plus a collection of movies on DVD.The bedrooms have queen sizes beds and the living room has a small desk with a good view. Linens and towels provided. And beach towels! The apartment can accommodate 6 if two people sleep on the sofa bed.  We can book one night if it is in a gap between guests. P",11/26/11,t,t,100%,10/7/11,f,4/18/17,33.99750601746201,-118.4720329,Light Bright Venice Beach 2 bedroom,Venice,248,96,https://a0.muscache.com/im/pictures/57542540/e0479401_original.jpg?aki_policy=small,90291,2,3
10994968,4.48863637,House,Private room,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,,Real Bed,moderate,TRUE,LA,"LOVELY ROOM Cozy, lots of light, twin/single bed (can open into a queen-size), nice closet, WiFi, in a large quaint old 1940's house/duplex in a safe quiet neighborhood. Walking neighborhood with easy access to bus stops.  WHO AM I? Share with me (I'm a comedy director, mid 30's & a really sweet artist in her 20's) I'm super easy going, kind, quiet, respectful, positive, funny, love to meet new people and happy to help you navigate the city. There are two friendly KITTIES! WHO YOU GET TO BE!! I want you to feel at home. You get the run of the house with us, a quaint fully loaded kitchen, living room, wifi, backyard, washer/dryer and easy/free street parking. MOST CENTRAL... ...you can get in Los Angeles! And the neighborhood has everything! WALK TO - Whole Foods, Post Office, Dry Cleaner, etc - LA's best restaurants: The World Famous Improv Comedy Club, The Grove, The Village Idiot, Animal, Urth Cafe, Belmont, Chateau Marmont & The Sunset Strip LONG WALK/SHORT DRIVE -Hollywood Walk of ",5/20/11,t,t,100%,4/1/11,f,11/16/16,34.086337778005465,-118.3647783,See Hollywood! The Most Central!,West Hollywood,46,99,https://a0.muscache.com/im/pictures/9790246/e998bd65_original.jpg?aki_policy=small,90046,1,1
5559765,4.356708826689592,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}",4,1,Real Bed,flexible,TRUE,LA,"Centrally located&very comfy, spacious one bedroom is the perfect place to stay in LA. This apartment will be everything you will need and more. This prvte apt has a pool, a large balcony , hot tub, laundry rm, & your own resrved prking spot!!!!! Also has fully equipped kitchen, AC, and is within walking distance to everything you'll need during ur stay!!",3/18/17,t,f,50%,10/24/16,t,4/5/17,34.086308571477765,-118.2712267,Hollywood SpAcIoUs 1 BeDrOoM w/Pool,,1,,https://a0.muscache.com/im/pictures/3802cb32-32c3-43ae-bdf5-37dd21118dac.jpg?aki_policy=small,90026,1,2
15705862,4.382026634673881,Apartment,Private room,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Iron}",2,1,Real Bed,moderate,TRUE,NYC,"Guest are provided face cloths, towels, soap, shampoo & conditioner and toothpaste. Other amenities include wifi, cable tv, walking distance to eateries and groceries, 4 minute walk to the train, 10 minute train ride to downtown Brooklyn, 25 minutes to Manhattan If you're looking for great bars, nice eateries or some tourists attraction, please feel free to ask. Walking distance from the 3 and 4 train. I also offer my services, instead of the guest taking cabs or Uber. I'm willing to take you to your destination for a fraction of the cost.",7/7/17,t,t,90%,8/7/12,t,9/28/17,40.65921860626234,-73.91351348,Intimate Isolate Oasis,Brownsville,17,96,https://a0.muscache.com/im/pictures/1e02a7bf-15f1-4c14-926b-734fcc7feeee.jpg?aki_policy=small,11212,1,1
